HUC12,MEAN1992,MEAN1993,MEAN1994,MEAN1995,MEAN1996,MEAN1997,MEAN1998,MEAN1999,MEAN2000,MEAN2001,MEAN2002,MEAN2003,MEAN2004,MEAN2005,MEAN2006,MEAN2007,MEAN2008,MEAN2009,MEAN2010,MEAN2011,MEAN2012,MEAN2013,MEAN2014,MEAN2015
20402050308,5434.178024,24111.66997,35400.31891,14138.20672,30906.77759,3945.546078,3616.750544,5589.523518,5370.326585,3945.546078,3333.986352,3602.502769,4842.061649,7534.896786,4918.780415,8918.029541,5370.326585,4164.743083,4931.932438,3287.955014,2301.568504,3507.152059,10302.25916,79130.1109
20501011301,11606.75895,21475.42025,30011.31901,21207.49512,31234.16797,17709.53353,11704.53971,22494.3776,27685.38802,22999.60938,22890.63737,29049.18229,30396.46745,33886.86068,15675.39811,34401.89974,33487.8444,27567.06315,31403.55208,29951.82161,16762.90039,32595.93034,36552.61003,42492.37305
20503010501,15107.89086,27953.39563,39064.11389,27604.65148,40655.83015,23378.49304,15451.25374,29695.00232,36547.69532,30361.96328,30218.1087,38348.05185,40126.61412,44734.30955,20693.21474,48014.25825,46738.52241,38474.96938,43829.50666,41803.34543,23395.74935,45493.69029,51015.97652,59306.01957
20503010701,9678.019643,17906.76946,25024.22606,17683.36577,26043.86882,14784.67498,9771.449523,18779.26648,23112.9437,19201.05612,19110.08177,24251.49775,25376.26931,28290.19912,13086.49168,29107.12164,28333.74719,23324.23022,26570.24844,25341.95268,14182.93096,27579.10714,30926.81789,35952.39343
20501070102,13579.0881,25124.72485,35111.12337,24811.27142,36541.77021,21311.69228,14085.26927,27069.78416,33316.65772,27677.78125,27546.64409,34957.85096,36579.17686,40779.52384,18863.80907,41563.11137,40458.78336,33305.51295,37940.6181,36186.69061,20252.32047,39381.20556,44161.52061,51337.72401
20501070103,20606.19677,38126.64364,53280.95165,37650.97871,55451.951,32845.01575,21707.84386,41719.23419,51346.74986,42656.26335,42454.15884,53876.11502,56374.86005,62848.32428,29072.40246,65449.18552,63710.20519,52445.99251,59744.8669,56982.96767,31891.20896,62013.35002,69540.88768,80841.20942
20501070104,18017.09385,33336.15256,46586.37035,32920.25355,48484.59055,34875.69965,23049.95846,44298.57774,54521.32692,45293.54,45078.93996,57207.07297,59860.30638,66734.00027,30869.84032,73070.70008,71129.21739,58553.29442,66702.11846,63618.59779,35604.91972,69234.76444,77638.87818,90255.11414
20501070106,33630.43191,62224.75227,86957.40685,61448.44133,90500.59524,56038.00302,37036.49353,71178.61021,87604.44362,72777.30778,72432.49001,91919.87983,96183.07431,107227.6725,49601.41884,117559.148,114435.6105,94202.9483,107313.1123,102352.2162,57282.6597,111387.7374,124908.621,145206.1409
20501070107,25655.72611,47469.54231,66337.39977,46877.31637,69040.40031,42155.54412,27861.33424,53545.32403,65901.93779,54747.97148,54488.57675,69148.29837,72355.35879,80663.84608,37313.51389,90074.83211,87681.55034,72179.11042,82224.23019,78423.14957,43890.4667,85346.24301,95706.06178,111258.1952
20501070108,15314.85566,28336.33243,39599.25716,27982.81084,41212.77865,25440.13031,16813.82594,32313.66242,39770.66196,33039.43901,32882.89901,41729.78336,43665.18773,48679.21414,22518.05023,51929.40111,50549.6407,41612.26715,47403.41922,45212.04309,25303.46819,49203.30316,55175.88364,64141.90656
20401010401,14238.39103,26344.60248,36815.86823,26015.92937,38315.97715,21795.64945,14405.12499,27684.49901,34073.2297,28306.30258,28172.18822,35751.69289,37409.83632,41705.56801,19292.17825,42983.87853,41841.80025,34444.0069,39237.55648,37423.67389,20944.61293,40727.38719,45671.11174,53092.61977
20401010402,11562.99038,21394.4393,29898.14891,21127.52384,31116.38645,17700.21979,11698.38405,22482.54686,27670.82719,22987.51281,22878.59897,29033.90553,30380.48134,33869.04003,15667.15376,35346.26514,34407.11712,28323.80462,32265.61023,30774.02833,17223.05805,33490.71914,37556.01684,43658.82911
20401010405,13575.56564,25118.20949,35102.01691,24804.8368,36532.29276,20843.35619,13775.73782,26474.91071,32584.50568,27069.54659,26941.29204,34189.634,35775.33007,39883.3731,18449.26639,44499.96907,43317.60824,35658.88622,40621.51023,38743.64992,21683.35344,42163.88856,47281.98475,54965.25673
20401010601,12286.4086,22732.94464,31768.67421,22449.33028,33063.1287,18919.73969,12504.38613,24031.56276,29577.30803,24571.32006,24454.9021,31034.30037,32473.65382,36202.56894,16746.5985,38224.33231,37208.71457,30630.06874,34892.83566,33279.80181,18625.44452,36217.69894,40614.01254,47213.74637
20401010602,11128.37904,20590.29901,28774.38465,20333.41602,29946.83304,17704.81679,11701.42231,22488.38592,27678.01367,22993.48298,22884.54088,29041.44604,30388.37158,33877.83629,15671.22273,35220.99205,34285.17257,28223.42034,32151.25558,30664.9601,17162.01667,33372.02246,37422.91197,43504.09501
20401010605,8769.827683,16226.38591,22675.93479,16023.94678,23599.89401,14680.71489,9702.740587,18647.21819,22950.42267,19066.04157,18975.70733,24080.97156,25197.83353,28091.27387,12994.4725,29844.01061,29051.05731,23914.71712,27242.9127,25983.52114,14541.99268,28277.31245,31709.77611,36862.58055
20401030101,13256.06104,24527.0445,34275.88028,24221.04738,35672.49409,20226.0308,13367.7366,25690.79315,31619.43819,26267.81761,26143.36134,33177.02625,34715.75795,38702.13126,17902.84741,40484.55401,39408.88252,32441.23849,36956.06416,35247.65065,19726.77526,38359.26771,43015.53639,50005.51656
20501070202,28747.04088,53189.25211,74330.5392,52525.6672,77359.23034,44859.98712,29648.7481,56980.46664,70129.80483,58260.26831,57984.23234,73584.4323,76997.23834,85838.74848,39707.32185,88906.67708,86544.43322,71243.03972,81157.88801,77406.10194,43321.26386,84239.41169,94464.87697,109815.3198
20501070305,19285.97991,35683.9106,49867.29891,35238.72112,51899.20431,31371.7801,20734.15666,39847.9529,49043.63473,40742.95258,40549.91307,51459.54694,53846.21302,60029.31523,27768.38445,65336.30514,63600.32375,52355.53841,59641.82549,56884.68893,31836.20623,61906.3949,69420.95027,80701.78139
20501070401,11622.71835,21504.95089,30052.58646,21236.65675,31277.11658,19306.59618,12760.06622,24522.94167,30182.08215,25073.73588,24954.93712,31668.86581,33137.65038,36942.81128,17089.0203,39006.46104,37970.06205,31256.807,35606.79687,33960.7574,19006.54972,36958.76866,41445.03718,48179.81217
20501070402,19628.43654,36317.54156,50752.78145,35864.44687,52820.76724,31062.21533,20529.55986,39454.74821,48559.69021,40340.91626,40149.78151,50951.76353,53314.87905,59436.96867,27494.37617,73114.92231,71172.26389,58588.73007,66742.48649,63657.09876,35626.46755,69276.66456,77685.86523,90309.737
20501070403,17597.15623,32559.1625,45500.54817,32152.9571,47354.52488,28562.43684,18877.41279,36279.56832,44651.77671,37094.42068,36918.66799,46851.34392,49024.28369,54653.68935,25281.7253,58995.29063,57427.78933,47274.33217,53853.471,51363.92017,28746.44072,55898.2596,62683.51235,72869.51738
20401030102,16925.08508,31315.66263,43762.78961,30924.97067,45545.95944,26382.92805,17436.93741,33511.18964,41244.54132,34263.86304,34101.52164,43276.26686,45283.39626,50483.24043,23352.55718,54715.40151,53261.61722,43844.75562,49946.60195,47637.65904,26660.99355,51843.04914,58136.05779,67583.10512
20401030103,14230.20376,26329.45393,36794.69865,26000.96988,38293.94493,21823.98893,14423.85505,27720.49547,34117.53299,28343.10756,28208.81873,35798.17857,37458.47819,41759.79509,19317.26267,43741.93192,42579.71232,35051.45327,39929.54068,38083.6689,21313.98716,41445.64575,46476.55641,54028.9484
20401030201,8797.727983,16278.00863,22748.07571,16074.9254,23674.97439,13855.41116,9157.282837,17598.92982,21660.22159,17994.20807,17908.95233,22727.21462,23781.28977,26512.07013,12263.96378,27104.52677,26384.36102,21719.50306,24742.19234,23598.4047,13207.13328,25681.64085,28799.02774,33478.83856
20401030202,9796.320655,18125.65617,25330.11305,17899.52184,26362.22027,15039.13756,9939.628374,19102.48118,23510.74625,19531.5296,19438.99008,24668.89692,25813.02628,28777.10887,13311.72621,29487.34218,28703.86541,23628.91005,26917.33026,25672.98985,14368.20001,27939.36764,31330.81001,36422.03303
20401030203,16907.98005,31284.01372,43718.56164,30893.71685,45499.92952,26338.79477,17407.76913,33455.13294,41175.54793,34206.54673,34044.47739,43203.87517,45207.64665,50398.7929,23313.49338,51700.0291,50326.36338,41428.46613,47194.03883,45012.34206,25191.70314,48985.97276,54932.17257,63858.59213
20401030301,12537.65321,23197.81039,32418.31131,22908.39631,33739.23585,19906.00131,13156.22354,25284.29658,31119.13447,25852.19098,25729.7042,32652.07822,34166.46309,38089.76171,17619.57688,40724.98976,39642.92934,32633.90481,37175.54434,35456.9849,19843.93145,38587.08092,43271.00462,50302.49633
20401030302,11000.78084,20354.21015,28444.4571,20100.27264,29603.46223,16986.85704,11226.91011,21576.44452,26555.62428,22061.05927,21956.53466,27863.76699,29156.07291,32504.03372,15035.72861,35138.33126,34204.7083,28157.1825,32075.79937,30592.9921,17121.73894,33293.70128,37335.08323,43401.99432
20401030401,14512.85441,26852.42913,37525.54215,26517.42038,39054.56777,25188.73231,16647.67282,31994.34115,39377.65062,32712.94492,32557.95243,41317.4123,43233.69062,48198.16955,22295.52809,49473.20726,48158.70815,39644.06083,45161.29892,43073.57222,24106.64697,46876.05078,52566.13579,61108.07715
20401030402,21124.69063,39085.98774,54621.60938,38598.35432,56847.23508,34434.58368,22758.4171,43738.27916,53831.72824,44720.65662,44508.77118,56483.50445,59103.17872,65889.93272,30479.39133,70842.4296,68960.15155,56767.72805,64668.05531,61678.56586,34519.15749,67123.46926,75271.30236,87502.80972
20401030501,13473.23923,24928.87971,34837.43369,24617.86913,36256.92854,20640.13036,13641.42217,26216.77624,32266.80173,26805.61439,26678.61017,33856.27971,35426.51498,39494.50408,18269.38313,44340.22556,43162.10881,35530.87964,40475.68928,38604.57001,21605.5156,42012.53069,47112.25482,54767.94588
20401030502,10616.41106,19643.02939,27450.60162,19397.96468,28569.1105,16219.05826,10719.45858,20601.1984,25355.32115,21063.90878,20964.10845,26604.33651,27838.23109,31034.86494,14356.12014,36268.66865,35305.01249,29062.94854,33107.62068,31577.11378,17672.51478,34364.69999,38536.08607,44798.15902
20401030503,21284.5289,39381.72927,55034.89979,38890.40606,57277.36602,33342.6387,22036.73162,42351.30736,52124.68602,43302.53274,43097.36664,54692.3727,57228.9749,63800.51673,29512.86821,67317.2965,65528.68112,53942.95499,61450.1605,58609.42891,32801.47758,63783.39249,71525.78839,83148.65276
20401030504,24462.07656,45260.99036,63251.00899,44696.31812,65828.25065,40491.48993,26761.53189,51431.66822,63300.5152,52586.84212,52337.68687,66418.72771,69499.19283,77479.71011,35840.5948,86445.79667,84148.9389,69271.07833,78911.48988,75263.55098,42122.15946,81907.71895,91850.14964,106775.7027
20401030505,23657.29271,43771.93845,61170.09855,43225.84348,63662.55109,37163.78449,24562.19357,47204.86813,58098.29929,48265.10675,48036.42754,60960.24913,63787.5525,71112.2086,32895.11333,77340.56566,75285.63269,61974.83929,70599.83753,67336.13193,37685.48308,73280.47775,82175.68482,95529.14591
20401030601,18826.17686,34833.15994,48678.39719,34398.58418,50661.85955,29583.51366,19552.2603,37576.52438,46248.02996,38420.50653,38238.47117,48526.23013,50776.85002,56607.50155,26185.52018,59951.8476,58358.93152,48040.8449,54726.65798,52196.74159,29212.5395,56804.60175,63699.87197,74051.03312
20401030602,13562.79013,25094.57127,35068.98368,24781.49357,36497.91356,20808.16575,13752.47986,26430.21251,32529.49231,27023.84433,26895.80632,34131.91036,35714.93004,39816.03686,18418.1181,41673.84549,40566.57458,33394.24607,38041.70139,36283.10106,20306.27752,39486.12583,44279.17966,51474.49869
20401030603,12519.46538,23164.15808,32371.28355,22875.16405,33690.2921,21232.14503,14032.69495,26968.74417,33192.30066,27574.47187,27443.82482,34827.36913,36442.64337,40627.313,18793.39847,45132.61322,43933.44302,36165.839,41199.01534,39294.45789,21991.6199,42763.32121,47954.17987,55746.68301
20401040401,15427.51676,28544.78439,39890.56291,28188.6619,41515.95377,24202.36474,15995.76509,30741.47185,37835.65777,31431.93642,31283.01269,39699.46009,41540.6992,46310.77337,21422.45576,48041.95021,46765.47932,38497.16024,43854.78495,41827.456,23409.24303,45519.92915,51045.40053,59340.22397
20401040402,16786.07847,31058.46523,43403.36352,30670.98222,45171.88786,26404.68824,17451.31904,33538.82907,41278.55922,34292.12335,34129.64818,43311.96077,45320.74579,50524.87837,23371.81811,53278.83888,51863.22422,42693.60403,48635.24489,46386.92386,25961.00448,50481.9009,56609.68528,65808.69826
20401040403,11229.07982,20776.62075,29034.76443,20517.41309,30217.82223,17170.8752,11348.53096,21810.18177,26843.30062,22300.04618,22194.3893,28165.61445,29471.92013,32856.14929,15198.6103,35733.58564,34784.14661,28634.17383,32619.17337,31111.24674,17411.78653,33857.70684,37967.55113,44137.23771
20401040601,3517.199707,6507.703746,9094.339489,6426.514116,9464.89968,5366.525657,3546.830389,6816.478161,8389.511719,6969.578746,6936.557173,8802.783203,9211.051136,10268.74645,4750.120739,10424.818,10147.83114,8353.655007,9516.227805,9076.309482,5079.666637,9877.554155,11076.54918,12876.47638
20401040602,11547.48175,21365.74442,29858.04881,21099.18699,31074.6524,18009.23419,11902.61711,22875.05248,28153.91072,23388.83428,23278.01872,29540.78594,30910.8709,34460.33344,15940.67458,35571.56358,34626.42977,28504.34195,32471.27282,30970.18335,17332.83874,33704.19063,37795.39994,43937.11223
20401040603,5608.985387,10378.0331,14503.02047,10248.55748,15093.96388,8676.42033,5734.397514,11020.6555,13563.88391,11268.18372,11214.79526,14232.04698,14892.12172,16602.16816,7679.837607,17096.70163,16642.44325,13699.99439,15606.61385,14885.14766,8330.653303,16199.18899,18165.53999,21117.42109
20401040604,8357.472725,15463.42558,21609.71885,15270.50497,22490.23359,13943.15585,9215.274909,17710.38215,21797.39355,18108.16395,18022.36775,22871.14335,23931.8948,26679.9684,12341.63034,32536.55164,31672.05755,26072.31422,29700.78195,28327.7669,15853.97818,30828.50526,34570.64661,40188.34042
20401040605,6466.146896,11963.99722,16719.36228,11814.73536,17400.61349,11352.84329,7503.292156,14420.207,17747.94715,14744.09014,14674.23286,18622.21936,19485.90776,21723.45362,10048.84372,26593.21425,25886.63423,21309.77634,24275.44432,23153.23336,12957.98777,25197.1705,28255.74833,32847.27779
20401040606,14438.17033,26714.24467,37332.43381,26380.96005,38853.59036,25399.33531,16786.86369,32261.84503,39706.88666,32986.45799,32830.16875,41662.8663,43595.1678,48601.15376,22481.94086,54387.76431,52942.68447,43582.21126,49647.52061,47352.40286,26501.34642,51532.61097,57787.93583,67178.41518
20401040701,16113.77149,29814.5282,41664.99553,29442.56482,43362.68779,25246.38669,16685.77721,32067.57217,39467.78114,32787.82165,32632.47326,41411.98256,43332.64833,48308.48944,22346.56005,51985.0922,50603.85177,41656.89344,47454.25658,45260.53017,25330.6047,49256.07064,55235.05652,64210.69422
20401040702,19533.34224,36141.59338,50506.89789,35690.6936,52564.86465,32046.51202,21180.09857,40704.987,50098.44586,41619.23572,41422.04446,52566.3186,55004.31649,61320.40228,28365.61602,67435.12075,65643.37459,54037.37005,61557.71582,58712.01156,32858.88935,63895.03122,71650.97811,83294.18583
20401040703,18083.88081,33459.72529,46759.05968,33042.28453,48664.3167,29742.93487,19657.62431,37779.01832,46497.25336,38627.54934,38444.53251,48787.72972,51050.47897,56912.5498,26326.62993,60483.33925,58876.30042,48466.74082,55211.82681,52659.48133,29471.51717,57308.19122,64264.58966,74707.51744
20401040801,12479.12035,23089.50947,32266.96404,22801.44661,33581.72217,23896.90646,15793.88229,30353.48365,37358.13406,31035.23383,30888.1893,39198.41279,41016.41434,45726.28447,21152.0829,52153.27926,50767.56965,41791.66527,47607.7848,45406.9609,25412.55646,49415.42793,55413.75793,64418.43535
20401040802,12893.98076,23857.10541,33339.65875,23559.46623,34698.12515,27016.08701,17855.40301,34315.41835,42234.36131,35086.15526,34919.91732,44314.8458,46370.14442,51694.77786,23912.99071,60873.86893,59256.45392,48779.68167,55568.31924,52999.4934,29661.80947,57678.21954,64679.53426,75189.89122
20401040803,22347.28193,41348.08874,57782.8344,40832.23327,60137.26837,38062.99182,25156.49548,48347.02738,59504.03414,49432.91921,49198.70685,62435.23061,65330.94353,72832.82522,33691.03681,81707.66039,79536.69349,65474.29582,74586.31183,71138.31793,39813.42277,77418.31608,86815.7975,100923.2729
20401040804,31916.60936,59053.75036,82526.01667,58317.0005,85888.64369,56019.95188,37024.56291,71155.68169,87576.22398,72753.86497,72409.15688,91890.27064,96152.09248,107193.1323,49585.44151,118020.2087,114884.4179,94572.40519,107733.9881,102753.635,57507.3181,111824.5912,125398.5053,145775.6303
20401040805,22566.49379,41753.68583,58349.64598,41232.77068,60727.17521,39047.40824,25807.11313,49597.41777,61042.97599,50711.39379,50471.12431,64049.98138,67020.58538,74716.48663,34562.38166,82762.26978,80563.28138,66319.37918,75549.00554,72056.50739,40327.29854,78417.56183,87936.33779,102225.9006
20401040901,15085.08148,27911.19308,39005.1361,27562.97522,40594.44958,23217.55862,15344.88952,29490.58636,36296.10648,30152.95522,30010.09156,38084.06962,39850.38773,44426.36529,20550.76533,46310.24869,45079.78895,37109.5065,42274.01255,40319.75984,22565.44255,43879.1354,49205.43784,57201.26919
20401040902,21844.801,40418.37311,56483.58155,39914.11687,58785.07618,35743.33512,23623.3939,45400.63504,55877.7051,46420.35021,46200.4108,58630.26708,61349.50754,68394.20428,31637.81817,75368.56351,73366.02664,60394.62699,68799.70867,65619.21919,36724.59233,71411.99841,80080.39768,93093.37853
20401040903,12108.9839,22404.6642,31309.91189,22125.14552,32585.67313,20101.20097,13285.23425,25532.23614,31424.29083,26105.69986,25982.01124,32972.26604,34501.50186,38463.27229,17792.35574,41454.28865,40352.85066,33218.30925,37841.2802,36091.94456,20199.29457,39278.09421,44045.89592,51203.30759
20401040904,16333.76871,30221.57809,42233.83715,29844.53615,43954.70768,28533.94696,18858.58323,36243.38048,44607.23791,37057.42038,36881.84257,46804.6113,48975.3842,54599.17413,25256.50762,64925.15286,63200.09507,52026.07163,59266.50764,56526.72122,31635.86503,61516.826,68984.0926,80193.93566
20401040905,18793.90293,34773.44447,48594.94701,34339.61379,50575.00888,38123.88619,25196.74118,48424.37425,59599.23013,49512.00351,49277.41647,62535.11632,65435.46195,72949.34478,33744.93647,84538.67531,82292.48794,67742.85502,77170.58567,73603.12488,41192.88165,80100.71252,89823.79861,104420.072
20501070803,11985.54948,22176.27955,30990.75006,21899.61009,32253.50687,18354.57024,12130.85566,23313.69284,28693.77604,23837.32704,23724.38627,30107.24487,31503.60289,35121.1274,16246.34498,37581.90669,36583.35789,30115.27753,34306.40144,32720.47702,18312.41188,35608.99799,39931.42372,46420.2375
20401041004,12435.73132,23009.22893,32154.77507,22722.16761,33464.96118,20154.115,13320.20606,25599.44681,31507.01149,26174.42003,26050.40603,33059.06162,34592.32328,38564.52246,17839.19228,40753.01902,39670.21409,32656.36553,37201.13122,35481.38801,19857.58919,38613.63882,43300.78474,50337.11734
20401050301,12274.18488,22710.32766,31737.06797,22426.99546,33030.23441,20246.91931,13381.54219,25717.32559,31652.09353,26294.9461,26170.36111,33211.29026,34751.61207,38742.10212,17921.33691,44012.58831,42843.1768,35268.33603,40176.60803,38319.31441,21445.86886,41702.09328,46764.13402,54363.25614
20401050302,9492.571589,17563.64341,24544.71619,17344.52094,25544.82159,16471.70861,10886.43959,20922.11131,25750.29105,21392.02952,21290.67459,27018.7624,28271.87807,31518.30718,14579.75102,36032.18986,35074.81759,28873.45314,32891.75272,31371.22528,17557.28674,34140.63612,38284.82296,44506.06597
20401050303,20397.96536,37741.36333,52742.53337,37270.50521,54891.59437,35661.04768,23569.00845,45296.11485,55749.06487,46313.48212,46094.04943,58495.28967,61208.26979,68236.74896,31564.98206,79640.39611,77524.35658,63817.74799,72699.22308,69338.46649,38806.11371,75459.57582,84619.29305,98369.83976
20401050602,15231.1409,28181.43923,39382.79856,27829.84999,40987.4997,23841.08488,15756.98881,30282.57971,37270.86766,30962.73754,30816.03674,39106.84766,40920.60248,45619.47109,21102.6728,50080.4664,48749.8313,40130.67128,45715.63092,43602.27808,24402.54351,47451.43003,53211.35787,61858.14762
20401050604,11776.17008,21788.87523,30449.36266,21517.03893,31690.06015,18303.18912,12096.89695,23248.42944,28613.45175,23770.59754,23657.97303,30022.96393,31415.41257,35022.81078,16200.86548,37419.60955,36425.37343,29985.22541,34158.24972,32579.17442,18233.33004,35455.22129,39758.98055,46219.77249
20401050701,11971.95686,22151.12977,30955.60384,21874.77396,32216.92874,19113.49555,12632.44272,24277.66856,29880.20758,24822.95359,24705.34317,31352.12049,32806.21493,36573.31732,16918.09947,39786.54401,38729.41859,31881.90636,36318.89085,34639.93277,19386.65845,37697.90065,42273.889,49143.35132
20401050702,9860.065552,18243.59996,25494.93659,18015.9943,26533.75984,15843.10052,10470.98159,20123.66295,24767.5853,20575.64739,20478.16073,25987.64816,27192.94088,30315.47728,14023.34543,31959.78897,31110.61992,25610.14104,29174.28771,27825.61218,15572.94123,30282.02074,33957.82695,39475.9377
20401050703,10363.45202,19174.99154,26796.53128,18935.7659,27888.38959,18176.79189,12013.35883,23087.88173,28415.85458,23606.44386,23494.59722,29815.63313,31198.46588,34780.95206,16088.9865,40641.45919,39561.61894,32566.9705,37099.29455,35384.25997,19803.2302,38507.93615,43182.25118,50199.32109
20401050903,11952.00663,22114.21711,30904.01906,21838.32188,32163.24231,18313.83436,12103.93277,23261.9513,28630.09385,23784.42273,23671.7331,30040.42581,31433.68398,35043.18062,16210.28824,35791.87479,34840.88758,28680.88284,32672.38263,31161.99639,17440.18911,33912.93658,38029.48417,44209.23494
20401060101,27487.34317,50858.49414,71073.36881,50223.98827,73969.34272,47038.0523,31088.26921,59747.01066,73534.78294,61088.95045,60799.5118,77157.14064,80735.64767,90006.43467,41635.21211,97488.1982,94897.94341,78119.61683,88991.47406,84877.55527,47502.75362,92370.43483,103582.8914,120415.0016
20401060102,16861.51848,31198.04741,43598.42644,30808.82314,45374.89919,27469.24754,18154.90487,34891.01634,42942.7898,35674.68127,35505.65532,45058.17163,47147.94511,52561.89272,24314.10113,56404.7805,54906.10994,45198.49568,51488.74077,49108.50755,27484.17191,53443.74263,59931.05116,69669.78453
20401060103,16653.02072,30812.27459,43059.31911,30427.86323,44813.82518,26907.32443,17783.52023,34177.27015,42064.33239,34944.9039,34779.33583,44136.44156,46183.46558,51486.66334,23816.72099,54879.21991,53421.08301,43976.0272,50096.14249,47780.28646,26740.81689,51998.26772,58310.11798,67785.44992
20401060104,22452.89499,41543.49994,58055.91543,41025.20694,60421.47686,35744.9752,23624.47769,45402.71846,55880.26843,46422.47981,46202.53066,58632.95666,61352.3223,68397.34301,31639.2696,71400.16812,69503.07112,57214.65721,65177.18345,62164.15795,34790.92508,67651.92902,75863.90957,88191.71411
20401060201,20175.6999,37330.11612,52167.82691,36864.38881,54293.47033,32612.55437,21554.20618,41423.9659,50983.34274,42354.36295,42153.68883,53494.80576,55975.86579,62403.51402,28866.64249,65715.87263,63969.80706,52659.69595,59988.31028,57215.15771,32021.15682,62266.03745,69824.24609,81170.6144
20401060202,17859.90954,33045.32232,46179.9426,32633.05169,48061.60221,27968.23411,18484.69358,35524.82145,43722.85725,36322.72152,36150.62531,45876.66578,48004.40043,53516.6937,24755.77343,56003.09162,54515.09316,44876.61205,51122.06127,48758.77893,27288.44193,53063.14003,59504.25032,69173.62741
20401060203,10543.03396,19507.26276,27260.87137,19263.89177,28371.64991,17873.03477,11812.60052,22702.05417,27940.9899,23211.95051,23101.97269,29317.37601,30677.09974,34199.71804,15820.11923,35419.29868,34478.2107,28382.32865,32332.27858,30837.61462,17258.64508,33559.91923,37633.61525,43749.03861
20401060204,10908.21881,20182.94696,28205.12158,19931.14619,29354.37477,17988.63122,11889.00016,22848.88284,28121.70202,23362.07701,23251.38802,29506.99035,30875.50828,34420.91001,15922.43804,36117.9848,35158.33256,28942.20232,32970.06967,31445.92186,17599.09148,34221.92675,38375.98158,44612.03757
20401060301,20367.54149,37685.07216,52663.86762,37214.91612,54809.72337,32211.44321,21289.10462,40914.47984,50356.28229,41833.4337,41635.22737,52836.85703,55287.40202,61635.99494,28511.60254,63554.32346,61865.69036,50927.59453,58015.15536,55333.21721,30967.90632,60217.96172,67527.56445,78500.72257
20401060302,15681.88021,29015.42051,40548.26439,28653.4266,42200.45435,24041.95867,15889.75003,30537.72633,37584.89385,31223.61458,31075.6779,39436.34401,41265.37954,46003.83896,21280.47399,47398.17189,46138.80602,37981.28519,43267.11626,41266.95386,23095.55137,44909.94665,50361.37487,58545.04489
20401060303,21342.32369,39488.66356,55184.33823,38996.00649,57432.89318,39178.00513,25893.42705,49763.30001,61247.13865,50881.00172,50639.92867,64264.20165,67244.7406,74966.38196,34677.97835,79592.4207,77477.65599,63779.30427,72655.42887,69296.69673,38782.73712,75414.11876,84568.31938,98310.58129
20401060304,13506.92959,24991.21533,34924.54665,24679.42684,36347.59077,22833.04304,15090.75658,29002.18056,35694.99147,29653.57999,29513.08215,37453.34352,39190.40916,43690.60189,20210.41583,46139.85538,44913.92304,36972.96632,42118.47025,40171.40786,22482.41552,43717.68716,49024.39156,56990.80372
20401060305,21812.67054,40358.92364,56400.50229,39855.4091,58698.61214,33831.92567,22360.11011,42972.79274,52889.5909,43937.97698,43729.80011,55494.95696,58068.7826,64736.75886,29945.95545,67039.59833,65258.36095,53720.42826,61196.66549,58367.65152,32666.16448,63520.27231,71230.72994,82805.64761
20401060306,10612.89837,19636.52998,27441.51887,19391.54607,28559.65765,16369.00403,10818.56041,20791.65738,25589.73221,21258.64544,21157.92261,26850.29447,28095.59626,31321.78362,14488.84309,32231.30305,31374.91957,25827.71143,29422.13752,28062.00408,15705.24086,30539.28104,34246.31522,39811.30539
20401060307,17158.03755,31746.68252,44365.12899,31350.61375,46172.84184,26823.07009,17727.83512,34070.25157,41932.61737,34835.48193,34670.43199,43998.2384,46038.85203,51325.44405,23742.14418,52797.35846,51394.53658,42307.78202,48195.72919,45967.72548,25726.39535,50025.69625,56098.10376,65213.98661
20401060308,9355.644308,17310.29369,24190.66686,17094.33177,25176.34578,14804.71572,9784.694867,18804.7223,23144.27365,19227.08359,19135.98564,24284.37142,25410.66754,28328.54678,13104.2306,29868.31525,29074.71607,23934.19281,27265.09954,26004.68171,14553.83562,28300.34125,31735.5997,36892.60147
20401060309,10125.06924,18733.92327,26180.15063,18500.20047,27246.89363,15507.57544,10249.22721,19697.48419,24243.05747,20139.89663,20044.47446,25437.28205,26617.0491,29673.45642,13726.3592,31305.72811,30473.93722,25086.02628,28577.23248,27256.15754,15254.23911,29662.29542,33262.87587,38668.05798
20401060310,12499.46748,23127.15699,32319.57596,22838.62426,33636.47716,19626.40091,12971.43066,24929.15264,30682.03411,25489.07071,25368.30383,32193.44552,33686.56021,37554.75153,17372.09192,40629.82903,39550.29695,32557.65013,37088.67786,35374.13341,19797.56287,38496.91569,43169.89316,50184.95581
20401060401,19244.48361,35607.13212,49760.00374,35162.90088,51787.53689,40117.90806,26514.62521,50957.15072,62716.49291,52101.66695,51854.80994,65805.93708,68857.98201,76764.86864,35509.92291,86321.92857,84028.36062,69171.81873,78798.41631,75155.70495,42061.80178,81790.35214,91718.5369,106622.7019
20401060402,18928.14915,35021.83376,48942.06407,34584.9042,50936.27033,36735.55965,24279.17219,46660.94339,57428.85377,47708.96559,47482.92094,60257.82599,63052.55246,70292.80804,32516.0749,78359.88109,76277.86416,62791.64021,71530.31278,68223.59245,38182.1613,74246.28213,83258.72368,96788.17932
